NAME,FOLDERPATH,SYMBOLID,ALTMODE,BASE,CLAMPED,EXTRUDED,SNIPPET,POPUPINFO,SHAPE_LENG,SHAPE_LEN,AVG_SLOPE
중랑천제방장미벚꽃길,중랑천제방장미벚꽃길.kmz/임시 장소,0,0,0.0,-1,0,,,0.05651753,0.0565175333936,정보 없음
현충원나들길진입로4,임시 장소/현충원 나들길.kmz,2,0,0.0,-1,0,,,0.00571141,0.00571140981272,정보 없음
인왕산 나들길,인왕산 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"단군성전과 소공원 길을 거쳐 성 외곽 길을 걷다보면 초입부터 바위틈에 자라는 소나무와 바위가 잘 어우러져 다양한 형상의 기암괴석을 만나게 된다. 돼지바위에서 조망은 독립문과 서대문형무소역사박물관, 독립공원 전체를 한눈에 볼 수 있다. 이른 봄 무악공원 주변에는",0.03770291,0.0377029096121,정보 없음
문화자원연계부,호암산 나들길.kmz/임시 장소/임시 장소,2,0,0.0,-1,0,,,0.00092951,0.000929512605596,정보 없음
진입로1,홍대예술의거리 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00303767,0.00303767442024,정보 없음
진입로2,홍대예술의거리 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.0015028,0.00150279865885,정보 없음
진입로3,홍대예술의거리 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00143551,0.00143551471775,정보 없음
문화자원연계부,홍대예술의거리 나들길.kmz,2,0,0.0,-1,0,,,0.00144134,0.00144133524276,정보 없음
홍릉수목원진입로1,홍릉수목원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00706129,0.00706129008436,정보 없음
홍릉수목원산책길,홍릉수목원산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.02022653,0.0202265319902,정보 없음
진입로1,호암산 나들길.kmz/임시 장소/임시 장소/호암산 나들길.kmz,1,0,0.0,-1,0,,,0.0022845,0.00228450226307,정보 없음
호암산 나들길,호암산 나들길.kmz/임시 장소/임시 장소/호암산 나들길.kmz,0,0,0.0,-1,0,,버스정류장(범일운수종점)-시흥계곡입구-산복약수터연못-생태통로-호암폭포-칼바위전망대-한우물-불영암-흔들바위정망대-호압사-버스정류장(호압사입구),0.042299,0.0422989957106,정보 없음
홍대예술의거리 나들길,홍대예술의거리 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"광흥창역에서 시작하는 이 길은 자연과 젊음을 동시에 만끽할 수 있는 길이다. 시작부터 마포의 역사가 서린 공민왕 사당을 만난 후 와우산 산책을 하고, 지칠 때 즈음 와우산 약수터에서 시원한 물 한 잔을 할 수 있다. 산에서 내려오면 홍대 어린이공원, 걷고 싶은 거리,",0.03286867,0.0328686661281,정보 없음
